scorer,,,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab
bodyparts,,,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_left,pupil_left,lid_top,lid_top,lid_bot,lid_bot,corner_right,corner_right,corner_left,corner_left,nose_tip,nose_tip,whisker1,whisker1,whisker2,whisker2,whisker3,whisker3,nose_bot,nose_bot,mouth,mouth,tongue,tongue,watertube,watertube
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2022-03-17_101_EB013_eyeCamLeft,img00448.png,612.0101790316816,172.31779897673454,610.9625364343808,237.47403997653947,,,576.3763282100045,204.54649311824204,610.0014548293236,146.11273153076434,606.5950251933858,250.57657369952454,,,539.6019090199418,186.9898871620183,131.96582925271449,200.61560570576967,306.82921723085656,246.0346675182741,344.2999432261728,255.118479880775,322.7258888652332,293.7246824214037,155.81083670427935,278.9634873323398,255.73277269178905,378.8854233198496,,,83.1403378042722,442.47210985735575
labeled-data,2022-03-17_101_EB013_eyeCamLeft,img00787.png,606.9931661952293,171.60381105154272,607.1975716894184,238.76185447955464,,,571.8696749307412,204.26734753628625,599.0292972304549,145.72682278805127,602.4583525218751,255.85868765820368,,,539.198561241405,188.88494734980338,129.6948761620893,219.91870697608402,337.1421129410911,238.87301836588762,373.9152591753856,247.08358307134313,348.23464950594996,283.0687696850676,168.30107870271806,293.7246824214037,270.7032373103618,384.9094674679801,,,76.32747853239655,447.01401603860626
labeled-data,2022-03-17_101_EB013_eyeCamLeft,img01673.png,604.1977553280695,168.80840018438295,605.7998662558385,239.46070719634457,,,569.0742640635815,202.86964210270645,604.6201189647744,145.02797007126128,602.4583525218751,255.85868765820368,,,539.198561241405,188.88494734980338,126.28844652615143,206.29298843233272,324.56530995040896,237.47531293230776,355.7463614946156,245.94810652603053,331.9891879910625,284.3786411706356,164.8946490667802,277.8280107870272,270.7032373103618,384.9094674679801,,,76.32747853239655,447.01401603860626
labeled-data,2022-03-17_101_EB013_eyeCamLeft,img04919.png,615.2037309006848,188.81162712725558,614.8849515741077,212.205451241537,625.5762914215829,200.04277561004017,604.0168999030783,200.77308395233655,603.3089745234381,146.77446538535202,609.4468796897745,253.06327679104396,,,539.198561241405,188.88494734980338,133.10130579802708,236.95085515577318,356.79527704768475,237.12525009602865,391.64626007186473,244.46256714443882,356.00986333865103,277.65234289100346,176.2494145199063,294.8601589667163,270.7032373103618,384.9094674679801,,,76.32747853239655,447.01401603860626
labeled-data,2022-03-17_101_EB013_eyeCamLeft,img06424.png,613.1071727503149,190.20933256083543,614.8849515741077,210.1088930911672,624.8774387047931,199.34392289325024,604.0168999030783,200.7730839523366,607.5020908241777,155.85955070362115,611.5434378401443,251.66557135746405,,,539.198561241405,188.88494734980338,120.61106379958838,210.83489461358317,323.60422834535177,243.675880479637,363.0836785430257,248.65568344517845,334.78332590245395,283.6797884538457,169.43655524803066,288.04729969484066,269.56776076504923,379.2320847414171,,,76.32747853239655,447.01401603860626
labeled-data,2022-03-17_101_EB013_eyeCamLeft,img08094.png,610.3117618831552,188.81162712725558,611.390687990158,216.39856754227662,620.6843224040534,202.83818647719988,599.1249308855488,202.17078938591646,608.2009435409676,154.4618452700413,608.0491742561945,250.2678659238842,,,539.198561241405,188.88494734980338,124.01749343552623,235.81537861046058,327.79734464609123,244.37473319642692,367.2767948437654,250.0533888787583,345.266116654303,282.2820830202658,171.70750833865586,308.4858775104677,269.56776076504923,379.2320847414171,,,76.32747853239655,447.01401603860626
labeled-data,2022-03-17_101_EB013_eyeCamLeft,img08607.png,608.9140564495754,192.30589071120528,612.7883934237378,217.0974202590666,621.3831751208434,202.83818647719988,598.4260781687589,204.2673475362863,610.2975016913374,157.956108853991,602.4583525218751,255.85868765820368,,,539.198561241405,188.88494734980338,124.01749343552623,235.81537861046058,327.0984919293013,245.07358591321685,367.2767948437654,250.0533888787583,345.266116654303,282.2820830202658,171.70750833865586,308.4858775104677,269.56776076504923,379.2320847414171,,,76.32747853239655,447.01401603860626
labeled-data,2022-03-17_101_EB013_eyeCamLeft,img09013.png,609.6129091663653,186.01621626009586,611.390687990158,212.20545124153705,621.3831751208434,201.44048104362003,599.1249308855488,199.37537851875675,610.2975016913374,157.956108853991,602.4583525218751,255.85868765820368,,,539.198561241405,188.88494734980338,124.01749343552623,235.81537861046058,327.0984919293013,245.07358591321685,367.2767948437654,250.0533888787583,345.266116654303,282.2820830202658,171.70750833865586,308.4858775104677,269.56776076504923,379.2320847414171,,,76.32747853239655,447.01401603860626
labeled-data,2022-03-17_101_EB013_eyeCamLeft,img10204.png,611.7094673167351,185.31736354330587,612.7883934237378,215.00086210869682,623.4797332712131,200.7416283268301,600.5226363191287,197.9776730851769,610.2975016913374,157.956108853991,602.4583525218751,255.85868765820368,,,539.198561241405,188.88494734980338,124.01749343552623,235.81537861046058,327.0984919293013,245.07358591321685,367.2767948437654,250.0533888787583,345.266116654303,282.2820830202658,171.70750833865586,308.4858775104677,269.56776076504923,379.2320847414171,,,76.32747853239655,447.01401603860626
labeled-data,2022-03-17_101_EB013_eyeCamLeft,img11068.png,617.3002890510546,187.41392169367572,615.5838042908975,209.41004037437727,624.8774387047931,198.64507017646025,604.7157526198683,198.67652580196682,610.2975016913374,157.956108853991,602.4583525218751,255.85868765820368,,,539.198561241405,188.88494734980338,124.01749343552623,235.81537861046058,338.2801353979403,239.48276417889736,371.469911144505,247.25797801159854,356.447760122942,281.5832303034759,171.70750833865586,308.4858775104677,269.56776076504923,379.2320847414171,,,76.32747853239655,447.01401603860626
labeled-data,2022-03-17_101_EB013_eyeCamLeft,img11135.png,611.7094673167351,184.61851082651594,612.7883934237378,208.7111876575874,624.8774387047931,195.84965930930053,600.5226363191287,195.18226221801712,610.2975016913374,157.956108853991,602.4583525218751,255.85868765820368,,,539.198561241405,188.88494734980338,124.01749343552623,235.81537861046058,338.2801353979403,239.48276417889736,371.469911144505,247.25797801159854,356.447760122942,281.5832303034759,171.70750833865586,308.4858775104677,269.56776076504923,379.2320847414171,,,76.32747853239655,447.01401603860626
labeled-data,2022-03-17_101_EB013_eyeCamLeft,img11677.png,611.7094673167351,192.30589071120528,612.7883934237378,217.79627297585654,623.4797332712131,205.63359734435966,599.8237836023386,203.56849481949632,610.2975016913374,157.956108853991,602.4583525218751,255.85868765820368,,,539.198561241405,188.88494734980338,124.01749343552623,235.81537861046058,334.0870190972007,251.36326036432632,369.3733529941352,257.7407687634476,356.447760122942,281.5832303034759,171.70750833865586,308.4858775104677,269.56776076504923,379.2320847414171,,,76.32747853239655,447.01401603860626
labeled-data,2022-03-17_101_EB013_eyeCamLeft,img12168.png,612.6246353886094,189.21128030245683,614.6668720721893,213.60047183915168,622.0820278376333,201.44048104362003,603.5783182359328,199.8639826211146,607.1512451171875,151.8624267578125,607.8794881609383,252.49951656894632,,,540.5430651648422,187.11317028456875,143.3205947058406,243.7637144276489,358.98094210183456,237.38747898429585,394.2672759987689,242.71607183034808,365.61813347768646,282.01985413199856,201.22989851678378,305.0794478745298,273.2851312193486,370.1463532410253,,,77.46295507770921,442.47210985735575
