scorer,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000,DLC_resnet50_PupilDetectorApr28shuffle1_390000
bodyparts,pupil_top,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_right,pupil_left,pupil_left,pupil_left,lid_top,lid_top,lid_top,lid_bot,lid_bot,lid_bot,corner_right,corner_right,corner_right,corner_left,corner_left,corner_left,nose,nose,nose,mouth,mouth,mouth,tongue,tongue,tongue
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\2022-03-17_101_EB013_eyeCamLeft\img12168.png,618.8687133789062,179.28981018066406,0.6823406219482422,608.1690673828125,242.60325622558594,0.4021306037902832,642.1990966796875,208.602783203125,0.42774760723114014,568.489990234375,192.63043212890625,0.9627273082733154,608.9906005859375,151.05682373046875,0.6856228113174438,608.4069213867188,249.45877075195312,0.9257611036300659,518.0824584960938,170.0984649658203,0.6729815006256104,561.4261474609375,189.9024658203125,0.8614585399627686,137.9056396484375,230.451416015625,0.051993489265441895,3.952639102935791,3.613004446029663,0.033832937479019165,4.614954471588135,5.400214672088623,0.037224382162094116
labeled-data\2022-03-17_101_EB013_eyeCamLeft\img25007.png,613.7342529296875,174.57008361816406,0.5074244737625122,610.0468139648438,234.71173095703125,0.36164921522140503,638.3506469726562,195.2588653564453,0.19905823469161987,569.55859375,199.68182373046875,0.7293999195098877,606.0431518554688,157.18092346191406,0.6427406072616577,608.3638305664062,240.8997802734375,0.9411077499389648,124.34417724609375,387.35296630859375,0.8666902780532837,557.8750610351562,199.40492248535156,0.9875106811523438,122.74781799316406,217.86993408203125,0.48812562227249146,158.01393127441406,273.97344970703125,0.0779397189617157,115.23741149902344,223.66622924804688,0.045689672231674194
labeled-data\2022-03-17_101_EB013_eyeCamLeft\img52303.png,617.9510498046875,178.44969177246094,0.5579125285148621,608.7928466796875,241.2422637939453,0.20583701133728027,637.4050903320312,205.4561767578125,0.21383333206176758,564.7904052734375,202.27610778808594,0.7396039962768555,607.5379028320312,157.63339233398438,0.6669691801071167,69.46683502197266,417.5865478515625,0.8672833442687988,124.09051513671875,380.7431945800781,0.8972762823104858,554.4427490234375,204.7801971435547,0.9751291275024414,117.77668762207031,229.6665802001953,0.4769810140132904,117.8909683227539,238.17477416992188,0.11440718173980713,4.688225746154785,5.196293830871582,0.045204102993011475
labeled-data\2022-03-17_101_EB013_eyeCamLeft\img63414.png,611.0499877929688,168.37997436523438,0.9264326095581055,615.1463623046875,207.50143432617188,0.3855641186237335,628.7417602539062,197.80259704589844,0.7399908304214478,574.9141845703125,199.7927703857422,0.9640569090843201,43.65827178955078,374.5452575683594,0.6010506749153137,608.9444580078125,250.41156005859375,0.9337613582611084,516.6567993164062,169.6455078125,0.6620224118232727,550.3190307617188,189.39427185058594,0.7987658977508545,121.44248962402344,217.5756072998047,0.5456825494766235,116.15778350830078,221.86753845214844,0.05188721418380737,4.757174491882324,5.6287312507629395,0.034370094537734985
labeled-data\2022-03-17_101_EB013_eyeCamLeft\img64767.png,608.843017578125,171.458984375,0.9086509943008423,611.2455444335938,241.72756958007812,0.6335116028785706,637.7232666015625,197.40383911132812,0.811524510383606,577.0348510742188,201.97824096679688,0.9916143417358398,605.6900024414062,142.67889404296875,0.21468111872673035,609.942138671875,251.06634521484375,0.9304707050323486,117.6502914428711,340.37713623046875,0.48184919357299805,546.8189697265625,194.97732543945312,0.9557429552078247,124.83287048339844,217.15823364257812,0.4540611803531647,159.36349487304688,277.31927490234375,0.08727532625198364,126.15278625488281,221.9502410888672,0.040490150451660156
labeled-data\2022-03-17_101_EB013_eyeCamLeft\img41918.png,601.4013671875,154.46078491210938,0.8052568435668945,604.6229248046875,242.94857788085938,0.4189131259918213,637.5523681640625,203.11549377441406,0.4370146691799164,559.0699462890625,202.2452392578125,0.8640466332435608,600.5347900390625,144.824951171875,0.3563065528869629,605.06298828125,248.7340545654297,0.9030181169509888,491.82415771484375,158.96986389160156,0.44350019097328186,548.5049438476562,203.0972442626953,0.9827308058738708,103.90093231201172,245.48385620117188,0.5620290040969849,111.09609985351562,256.792724609375,0.056681275367736816,4.564358711242676,5.484917163848877,0.037099629640579224
labeled-data\2022-03-17_101_EB013_eyeCamLeft\img78838.png,603.6802368164062,163.2581787109375,0.8792175650596619,609.5740356445312,235.31369018554688,0.15163671970367432,637.9447021484375,200.56350708007812,0.20054081082344055,565.397216796875,195.33599853515625,0.9753300547599792,608.5178833007812,146.82601928710938,0.45094922184944153,600.5728759765625,247.6283416748047,0.9300849437713623,514.8548583984375,169.62005615234375,0.37994495034217834,543.2501831054688,192.7660369873047,0.9606668949127197,134.84031677246094,204.05799865722656,0.10096481442451477,3.913321018218994,3.6406140327453613,0.03822407126426697,4.856934070587158,5.444387435913086,0.04114404320716858
labeled-data\2022-03-17_101_EB013_eyeCamLeft\img00787.png,598.60693359375,149.9393768310547,0.8413877487182617,603.7033081054688,245.05152893066406,0.710568904876709,641.6397705078125,205.24266052246094,0.24334540963172913,562.2601318359375,202.34518432617188,0.9523648023605347,597.631591796875,142.23255920410156,0.8350382447242737,601.3228759765625,250.18130493164062,0.941449761390686,117.653564453125,395.686767578125,0.8238956928253174,552.8242797851562,202.5106658935547,0.9941557049751282,131.90379333496094,206.44110107421875,0.5588266253471375,166.23939514160156,267.95538330078125,0.10696291923522949,126.55216217041016,206.20913696289062,0.04612839221954346
labeled-data\2022-03-17_101_EB013_eyeCamLeft\img32885.png,618.653564453125,182.19715881347656,0.560218334197998,604.4833984375,243.5270538330078,0.3694649934768677,630.0023803710938,202.71224975585938,0.2369522750377655,564.2581787109375,202.54788208007812,0.7566976547241211,44.876834869384766,391.3668212890625,0.9737739562988281,73.87699127197266,424.9473876953125,0.9661012887954712,130.06161499023438,384.3921203613281,0.6301553845405579,556.7191162109375,203.0979461669922,0.9931203722953796,133.93844604492188,221.9217987060547,0.5761951208114624,165.41275024414062,279.80157470703125,0.09288257360458374,4.792781829833984,5.227130889892578,0.04209992289543152
labeled-data\2022-03-17_101_EB013_eyeCamLeft\img67846.png,608.60986328125,169.23829650878906,0.9358970522880554,137.3392791748047,384.17431640625,0.5535716414451599,638.153564453125,198.90252685546875,0.8384915590286255,574.6473388671875,200.68679809570312,0.9843185544013977,610.1484985351562,155.76473999023438,0.45710334181785583,607.0546875,249.55453491210938,0.8898187875747681,278.5650634765625,349.37298583984375,0.16985875368118286,550.8450927734375,198.0292510986328,0.9130389094352722,127.59306335449219,226.44776916503906,0.3446703851222992,3.9561116695404053,3.7409474849700928,0.03723075985908508,4.721309185028076,5.326898574829102,0.040701329708099365
labeled-data\2022-03-17_101_EB013_eyeCamLeft\img48388.png,618.9213256835938,178.0751190185547,0.8985641598701477,53.015201568603516,413.97308349609375,0.6933426856994629,57.73111343383789,407.3370361328125,0.6418529748916626,566.0523681640625,202.56393432617188,0.8216419219970703,38.826900482177734,386.8555908203125,0.9708975553512573,599.6300659179688,243.34494018554688,0.9073922634124756,516.8407592773438,170.1215057373047,0.15522542595863342,553.4259033203125,201.97320556640625,0.9890379905700684,122.89785766601562,205.644287109375,0.27950042486190796,3.8955862522125244,3.632444381713867,0.03186759352684021,4.49287748336792,5.260623455047607,0.03518950939178467
